Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost,Profit_precent
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Paper,15.24,3,0,7.1628,8.0772,89%
Same Day,Consumer,United States,Spokane,Washington,99207,West,Technology,Accessories,239.94,6,0,26.3934,213.5466,12%
Same Day,Consumer,United States,Spokane,Washington,99207,West,Office Supplies,Art,23.84,8,0,6.4368,17.4032,37%
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,92.52,6,0,24.9804,67.5396,37%
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,37.76,1,0,10.5728,27.1872,39%
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,7.38,2,0,3.4686,3.9114,89%
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,5.82,2,0,2.7354,3.0846,89%
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,3.816,1,0.2,1.1925,2.6235,45%
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Binders,26.16,4,0,12.8184,13.3416,96%
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,100.8,2,0.2,21.42,79.38,27%
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,135.8,7,0,66.542,69.258,96%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,13.9,5,0,3.753,10.147,37%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,19.4,5,0,9.312,10.088,92%
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,13.488,2,0.2,4.3836,9.1044,48%
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,11.416,1,0.2,3.8529,7.5631,51%
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Paper,17.64,3,0,8.6436,8.9964,96%
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Binders,17.04,3,0.2,5.538,11.502,48%
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,99.98,2,0,7.9984,91.9816,9%
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,29.46,6,0,9.7218,19.7382,49%
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,166.92,13,0.7,-116.844,283.764,-41%
First Class,Home Office,United States,Fort Collins,Colorado,80525,West,Furniture,Furnishings,98.328,3,0.2,9.8328,88.4952,11%
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,117.882,1,0.1,1.3098,116.5722,1%
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,20.97,3,0,9.0171,11.9529,75%
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,139.96,4,0,9.7972,130.1628,8%
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,37.74,3,0,12.8316,24.9084,52%
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,14.82,3,0,6.2244,8.5956,72%
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,191.82,3,0,61.3824,130.4376,47%
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,13.904,2,0.2,4.5188,9.3852,48%
Same Day,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,314.6,4,0,103.818,210.782,49%
Same Day,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,283.56,4,0,45.3696,238.1904,19%
Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,487.96,2,0,146.388,341.572,43%
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,1793.98,2,0,843.1706,950.8094,89%
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,2.992,4,0.8,-4.488,7.48,-60%
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Technology,Accessories,108.768,4,0.2,2.7192,106.0488,3%
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,25.92,4,0,12.4416,13.4784,92%
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0,5.8708,16.7092,35%
Same Day,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,55.176,3,0.2,-12.4146,67.5906,-18%
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,9892.74,13,0,4946.37,4946.37,100%
Standard Class,Corporate,United States,Chandler,Arizona,85224,West,Furniture,Tables,73.915,1,0.5,-45.8273,119.7423,-38%
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Furniture,Furnishings,337.088,4,0.2,16.8544,320.2336,5%
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,61.44,3,0,16.5888,44.8512,37%
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,479.97,3,0,163.1898,316.7802,52%
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Binders,5.984,2,0.2,2.244,3.74,60%
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Technology,Accessories,189.95,5,0,45.588,144.362,32%
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Technology,Accessories,149.95,5,0,31.4895,118.4605,27%
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Art,29.95,5,0,8.6855,21.2645,41%
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Labels,44.4,3,0,22.2,22.2,100%
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,66.03,3,0,17.1678,48.8622,35%
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,10.86,2,0,5.3214,5.5386,96%
Second Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,3.36,2,0,0.84,2.52,33%
Second Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,27.936,4,0.2,9.4284,18.5076,51%
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,28.784,2,0.2,2.8784,25.9056,11%
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Supplies,21.96,2,0,6.1488,15.8112,39%
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,21.98,2,0,8.5722,13.4078,64%
First Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,2621.322,11,0.1,553.3902,2067.9318,27%
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,74.76,7,0,23.9232,50.8368,47%
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,364.776,3,0.2,27.3582,337.4178,8%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,1115.17,7,0,334.551,780.619,43%
First Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,89.696,4,0.2,33.636,56.06,60%
First Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Labels,50.12,4,0,23.5564,26.5636,89%
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Fasteners,36.48,6,0,18.24,18.24,100%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,322.192,13,0.2,100.685,221.507,45%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.946,3,0.8,-4.8609,7.8069,-62%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,19.136,4,0.2,6.9368,12.1992,57%
Standard Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Technology,Accessories,23.08,2,0,6.924,16.156,43%
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,90.48,2,0,23.5248,66.9552,35%
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Furniture,Chairs,215.976,3,0.2,-2.6997,218.6757,-1%
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Office Supplies,Envelopes,65.94,3,0,30.9918,34.9482,89%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,11.352,3,0.2,2.6961,8.6559,31%
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,24.56,2,0,6.8768,17.6832,39%
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,16.56,2,0,7.7832,8.7768,89%
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,279.95,5,0,67.188,212.762,32%
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,828.84,6,0,0,828.84,0%
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7.218,3,0.7,-5.5338,12.7518,-43%
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Supplies,27.2,4,0.2,2.04,25.16,8%
Standard Class,Corporate,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,89.97,3,0,18.8937,71.0763,27%
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,318.08,4,0,34.9888,283.0912,12%
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,5.8,1,0,2.61,3.19,82%
Second Class,Corporate,United States,Santa Ana,California,92704,West,Technology,Phones,143.952,6,0.2,17.994,125.958,14%
Second Class,Corporate,United States,Santa Ana,California,92704,West,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2,0,1.4456,4.1144,35%
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Storage,146.73,3,0,2.9346,143.7954,2%
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,29.9,5,0,13.455,16.445,82%
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,276.784,2,0.2,89.9548,186.8292,48%
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,93.032,2,0.8,-251.1864,344.2184,-73%
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Chairs,454.965,5,0.3,-136.4895,591.4545,-23%
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Phones,246.168,3,0.2,21.5397,224.6283,10%
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,295.4,5,0.2,-62.7725,358.1725,-18%
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,348.56,8,0,104.568,243.992,43%
Second Class,Corporate,United States,Troy,Ohio,45373,East,Office Supplies,Paper,15.552,3,0.2,5.4432,10.1088,54%
Second Class,Corporate,United States,Troy,Ohio,45373,East,Furniture,Bookcases,482.94,6,0.5,-376.6932,859.6332,-44%
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,299.98,2,0,83.9944,215.9856,39%
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,403.68,6,0,181.656,222.024,82%
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,41.9,2,0,11.732,30.168,39%
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,28.91,7,0,13.2986,15.6114,85%
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,32.4,5,0,15.552,16.848,92%
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,369.544,7,0.2,27.7158,341.8282,8%
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,6.6096,57%
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,791.88,3,0.2,128.6805,663.1995,19%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,23.64,3,0.2,5.319,18.321,29%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,84.784,2,0.2,-16.9568,101.7408,-17%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,64.96,5,0.6,-84.448,149.408,-57%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,32.06,10,0.8,-51.296,83.356,-62%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,177.648,2,0.2,-28.8678,206.5158,-14%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,287.91,3,0.4,33.5895,254.3205,13%
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Supplies,22.368,2,0.2,1.6776,20.6904,8%
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Paper,32.368,7,0.2,11.7334,20.6346,57%
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Technology,Accessories,207.984,2,0.2,36.3972,171.5868,21%
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Envelopes,36.4,5,0,17.472,18.928,92%
First Class,Home Office,United States,Richmond,Virginia,23223,South,Technology,Accessories,22.96,2,0,4.3624,18.5976,23%
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,315.2,4,0,6.304,308.896,2%
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,15.18,3,0,7.1346,8.0454,89%
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,623.96,5,0.2,38.9975,584.9625,7%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,429.6,2,0.4,-93.08,522.68,-18%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.968,2,0.2,6.3936,25.5744,25%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887.271,3,0.3,-63.3765,950.6475,-7%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,21.696,4,0.2,7.0512,14.6448,48%
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,22.05,7,0,10.584,11.466,92%
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,99.9,5,0,46.953,52.947,89%
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,90.86,7,0,26.3494,64.5106,41%
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,7.78,1,0,3.501,4.279,82%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,78.759,9,0.7,-57.7566,136.5156,-42%
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208,13.3728,-29%
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,5.344,4,0.6,-2.1376,7.4816,-29%
Standard Class,Home Office,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Art,8.28,2,0,3.4776,4.8024,72%
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,50.136,3,0.2,-11.2806,61.4166,-18%
First Class,Corporate,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,88.074,7,0.7,-58.716,146.79,-40%
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,301.47,3,0.5,-241.176,542.646,-44%
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,18.656,2,0.2,1.6324,17.0236,10%
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2,0,9.8856,17.5744,56%
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Office Supplies,Appliances,125.13,3,0,36.2877,88.8423,41%
Standard Class,Home Office,United States,San Diego,California,92037,West,Technology,Phones,555.96,5,0.2,41.697,514.263,8%
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Storage,129.552,3,0.2,-22.6716,152.2236,-15%
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Storage,51.984,1,0.2,-5.1984,57.1824,-9%
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Paper,10.272,3,0.2,3.4668,6.8052,51%
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18.336,2,0.7,-12.224,30.56,-40%
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,180.96,5,0.2,13.572,167.388,8%
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Technology,Accessories,475.944,7,0.2,95.1888,380.7552,25%
Second Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,159.98,2,0,47.994,111.986,43%
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,43.6,4,0,12.208,31.392,39%
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,8.288,2,0.2,3.0044,5.2836,57%
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Technology,Phones,1123.128,9,0.2,70.1955,1052.9325,7%
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,64.9,5,0,18.821,46.079,41%
Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2.808,3,0.8,-4.4928,7.3008,-62%
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,99.98,2,0,42.9914,56.9886,75%
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Art,8.04,6,0,2.7336,5.3064,52%
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Storage,1564.29,13,0,406.7154,1157.5746,35%
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,138.56,4,0,66.5088,72.0512,92%
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,65.52,5,0.1,12.376,53.144,23%
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,14.576,2,0.2,2.3686,12.2074,19%
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,23.2,2,0.2,1.45,21.75,7%
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,16.464,7,0.2,1.8522,14.6118,13%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,19.312,2,0.2,3.1382,16.1738,19%
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,40.08,6,0,19.2384,20.8416,92%
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Appliances,101.96,2,0,27.5292,74.4308,37%
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Paper,259.74,13,0,124.6752,135.0648,92%
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Accessories,255.42,9,0,104.7222,150.6978,69%
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,4.338,3,0.7,-3.0366,7.3746,-41%
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,11.88,5,0.7,-7.92,19.8,-40%
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Bookcases,405.86,7,0,32.4688,373.3912,9%
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Chairs,680.01,3,0,176.8026,503.2074,35%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,2.376,3,0.2,0.7425,1.6335,45%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,143.128,2,0.8,-393.602,536.73,-73%
Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,4476.8,4,0.2,503.64,3973.16,13%
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,104.85,1,0,50.328,54.522,92%
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,241.44,3,0,72.432,169.008,43%
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,319.76,14,0,147.0896,172.6704,85%
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,45.68,2,0,21.0128,24.6672,85%
Same Day,Home Office,United States,Oxnard,California,93030,West,Furniture,Furnishings,31.96,2,0,1.598,30.362,5%
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Paper,47.9,1,0,22.992,24.908,92%
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Storage,1112.94,3,0,222.588,890.352,25%
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Envelopes,22.92,3,0,11.2308,11.6892,96%
Second Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,71.976,3,0.2,8.997,62.979,14%
Second Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,31.086,3,0.7,-20.724,51.81,-40%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,13.98,2,0,3.9144,10.0656,39%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,23.65,1,0,6.149,17.501,35%
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,707.88,3,0.2,44.2425,663.6375,7%
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,11.952,3,0.2,4.1832,7.7688,54%
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,31.128,3,0.2,11.673,19.455,60%
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,55.76,4,0,7.8064,47.9536,16%
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Paper,24.56,2,0,11.5432,13.0168,89%
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,51.75,1,0,15.525,36.225,43%
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Chairs,207.184,1,0.2,25.898,181.286,14%
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Appliances,1473.1,5,0,412.468,1060.632,39%
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Supplies,3.488,2,0.2,-0.6976,4.1856,-17%
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Technology,Accessories,21.728,4,0.2,3.8024,17.9256,21%
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Storage,663.072,6,0.2,-165.768,828.84,-20%
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Binders,99.588,2,0.7,-82.99,182.578,-45%
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Paper,49.568,2,0.2,15.49,34.078,45%
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,29.372,7,0.8,-46.9952,76.3672,-62%
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,344.704,2,0.2,38.7792,305.9248,13%
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Supplies,47.992,7,0.2,3.5994,44.3926,8%
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,102.24,4,0.2,-16.614,118.854,-14%
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,39.96,2,0,19.1808,20.7792,92%
Standard Class,Consumer,United States,San Jose,California,95123,West,Technology,Phones,1432,5,0.2,125.3,1306.7,10%
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Supplies,41.04,6,0,11.0808,29.9592,37%
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,256.784,1,0.2,32.098,224.686,14%
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Furniture,Bookcases,120.98,1,0,12.098,108.882,11%
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Binders,315.98,1,0,148.5106,167.4694,89%
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,28.752,3,0.2,10.0632,18.6888,54%
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,114.95,5,0,32.186,82.764,39%
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,23.04,8,0,6.912,16.128,43%
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Art,15.48,3,0,4.4892,10.9908,41%
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Paper,51.84,8,0,24.8832,26.9568,92%
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Technology,Accessories,39.816,3,0.2,7.4655,32.3505,23%
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,16.06,1,0,4.1756,11.8844,35%
Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Envelopes,7.28,1,0,3.4944,3.7856,92%
Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Binders,5.4,3,0,2.592,2.808,92%
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,39.88,2,0,11.1664,28.7136,39%
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,79.44,3,0,28.5984,50.8416,56%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,20.664,7,0.2,6.9741,13.6899,51%
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,32.4,5,0,15.552,16.848,92%
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Appliances,13.762,1,0.8,-24.7716,38.5336,-64%
First Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Envelopes,15.28,2,0,7.4872,7.7928,96%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,44.688,7,0.2,3.3516,41.3364,8%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,301.47,3,0.5,-204.9996,506.4696,-40%
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Labels,11.07,3,0,5.2029,5.8671,89%
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Tables,1504.52,4,0,346.0396,1158.4804,30%
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,25.92,4,0,12.4416,13.4784,92%
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,7.536,6,0.8,-13.188,20.724,-64%
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,1.408,2,0.8,-2.3232,3.7312,-62%
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,4.144,4,0.8,-6.4232,10.5672,-61%
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Storage,52.752,3,0.2,-12.5286,65.2806,-19%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,381.36,7,0,106.7808,274.5792,39%
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Art,6.72,4,0,3.36,3.36,100%
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,15.192,3,0.2,5.5071,9.6849,57%
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,58.32,9,0,27.9936,30.3264,92%
